doenca,sintomas,gravidade,urgencia,especialidade,orientacao
Gripe,coriza tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse espirros febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta espirros dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta coriza dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta espirros dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,febre alta tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor no corpo dor garganta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor garganta dor no corpo coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza calafrios tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios espirros tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse febre alta espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,dor no corpo tosse coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza dor garganta calafrios,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios dor garganta coriza,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,calafrios coriza tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza febre alta tosse,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse coriza febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,coriza tosse febre alta,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,espirros dor garganta dor no corpo,baixa,nao,Clínico Geral,Repouso e hidratação
Gripe,tosse calafrios espirros,baixa,nao,Clínico Geral,Repouso e hidratação
Sinusite,secreção nasal espessa pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa pressão no rosto dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça pressão no rosto secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido dor facial forte pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça dor facial forte pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor cabeça dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa dor cabeça pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto nariz entupido secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça pressão no rosto dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa pressão no rosto dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto secreção nasal espessa dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte nariz entupido pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto nariz entupido secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa pressão no rosto dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto nariz entupido secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor cabeça dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte nariz entupido pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto secreção nasal espessa nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa dor cabeça pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte nariz entupido pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto nariz entupido secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido secreção nasal espessa pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto secreção nasal espessa nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor cabeça secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte pressão no rosto dor cabeça,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa nariz entupido pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça pressão no rosto secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor cabeça dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça pressão no rosto secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,dor cabeça pressão no rosto dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa nariz entupido pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,secreção nasal espessa dor cabeça pressão no rosto,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto nariz entupido secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,nariz entupido pressão no rosto secreção nasal espessa,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto nariz entupido dor facial forte,media,nao,Otorrino,Consultar especialista
Sinusite,dor facial forte pressão no rosto nariz entupido,media,nao,Otorrino,Consultar especialista
Sinusite,pressão no rosto dor facial forte dor cabeça,media,nao,Otorrino,Consultar especialista
